Wavelength,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6
445.5,1.245,1.526,1.147,1.561,4.997,2.792
446,1.225,1.416,1.064,1.503,5.058,2.718
446.5,1.125,1.335,0.974,1.41,5.13,2.616
447,1.137,1.315,0.957,1.409,5.145,2.58
447.5,1.238,1.405,0.934,1.401,5.112,2.586
448,1.303,1.475,0.954,1.408,5.032,2.615
448.5,1.535,1.697,1.021,1.405,4.937,2.621
449,1.726,1.977,1.042,1.419,4.842,2.607
449.5,1.736,2.023,1.017,1.413,4.742,2.603
450,1.67,1.965,0.992,1.412,4.672,2.598
450.5,1.678,1.982,0.954,1.413,4.644,2.581
451,1.609,1.881,0.924,1.42,4.637,2.583
451.5,1.479,1.777,0.9,1.423,4.656,2.555
452,1.355,1.586,0.956,1.461,4.631,2.591
452.5,1.274,1.443,0.979,1.489,4.616,2.624
453,1.116,1.25,0.989,1.459,4.558,2.634
453.5,1.044,1.184,1.044,1.419,4.494,2.648
454,0.972,1.197,1.071,1.438,4.391,2.647
454.5,0.833,1.056,1.06,1.491,4.293,2.654
455,0.741,1.013,1.031,1.452,4.225,2.597
455.5,0.705,1.003,0.974,1.408,4.198,2.533
456,0.611,0.934,0.891,1.385,4.214,2.473
456.5,0.54,0.901,0.825,1.376,4.235,2.418
457,0.41,0.79,0.759,1.349,4.268,2.386
457.5,0.329,0.686,0.707,1.323,4.348,2.371
458,0.237,0.531,0.618,1.235,4.39,2.323
458.5,0.177,0.432,0.643,1.225,4.387,2.338
459,0.085,0.308,0.648,1.228,4.342,2.337
459.5,0.042,0.262,0.673,1.219,4.294,2.3
460,0.166,0.353,0.684,1.148,4.259,2.251
460.5,0.33,0.472,0.67,1.084,4.258,2.228
461,0.465,0.633,0.657,1.063,4.242,2.213
461.5,0.515,0.748,0.705,1.114,4.201,2.24
462,0.559,0.86,0.717,1.172,4.19,2.269
462.5,0.627,0.994,0.732,1.209,4.211,2.287
463,0.7,1.091,0.722,1.235,4.189,2.261
463.5,0.686,1.118,0.809,1.291,4.125,2.323
464,0.577,1.059,0.814,1.251,4.048,2.314
464.5,0.52,1.043,0.796,1.176,4.025,2.263
465,0.562,1.017,0.788,1.167,3.972,2.237
465.5,0.501,0.897,0.759,1.132,3.947,2.212
466,0.443,0.8,0.718,1.117,3.877,2.192
466.5,0.368,0.661,0.716,1.166,3.793,2.232
467,0.383,0.643,0.666,1.196,3.669,2.272
467.5,0.48,0.769,0.611,1.234,3.581,2.258
468,0.47,0.781,0.611,1.268,3.479,2.266
468.5,0.317,0.625,0.647,1.213,3.402,2.322
469,0.188,0.507,0.627,1.174,3.377,2.34
469.5,0.081,0.433,0.605,1.161,3.404,2.335
470,0.071,0.412,0.669,1.245,3.39,2.361
470.5,0.041,0.369,0.743,1.297,3.42,2.371
471,0.041,0.382,0.769,1.307,3.436,2.325
471.5,0.008,0.33,0.793,1.338,3.405,2.359
472,0.019,0.373,0.824,1.387,3.327,2.38
472.5,0.007,0.454,0.866,1.419,3.259,2.368
473,0.025,0.511,0.88,1.425,3.228,2.346
473.5,-0.021,0.484,0.828,1.367,3.226,2.346
474,-0.074,0.411,0.748,1.339,3.287,2.329
474.5,-0.06,0.367,0.716,1.355,3.303,2.307
475,-0.088,0.307,0.719,1.378,3.33,2.303
475.5,-0.14,0.211,0.702,1.36,3.342,2.301
476,-0.277,0.05,0.624,1.28,3.312,2.202
476.5,-0.496,-0.161,0.564,1.209,3.26,2.149
477,-0.582,-0.244,0.567,1.176,3.227,2.119
477.5,-0.543,-0.185,0.572,1.111,3.189,2.092
478,-0.415,-0.046,0.562,1.096,3.172,2.084
478.5,-0.3,0.02,0.558,1.086,3.157,2.103
479,-0.319,-0.007,0.542,1.089,3.191,2.105
479.5,-0.319,-0.053,0.564,1.091,3.175,2.098
480,-0.542,-0.292,0.603,1.097,3.154,2.1
480.5,-0.855,-0.596,0.604,1.094,3.106,2.098
481,-1.097,-0.808,0.608,1.092,3.057,2.059
481.5,-1.33,-1.008,0.645,1.091,3.078,2.008
482,-1.465,-1.136,0.658,1.068,3.12,1.944
482.5,-1.539,-1.212,0.625,1.024,3.183,1.89
483,-1.571,-1.219,0.642,1.017,3.198,1.829
483.5,-1.53,-1.218,0.643,0.985,3.17,1.787
484,-1.511,-1.188,0.621,1.003,3.145,1.761
484.5,-1.377,-1.083,0.592,0.972,3.065,1.727
485,-1.202,-0.906,0.582,0.96,2.962,1.728
485.5,-1.01,-0.738,0.55,0.942,2.89,1.758
486,-0.701,-0.435,0.556,0.966,2.843,1.797
486.5,-0.45,-0.205,0.554,0.983,2.837,1.852
487,-0.227,0.004,0.532,0.979,2.896,1.848
487.5,-0.07,0.126,0.504,0.974,2.971,1.864
488,0.051,0.184,0.486,0.937,3.021,1.842
488.5,0.036,0.156,0.407,0.884,3.082,1.825
489,-0.082,0.039,0.353,0.849,3.119,1.845
489.5,-0.191,-0.079,0.355,0.833,3.113,1.876
490,-0.319,-0.135,0.341,0.81,3.127,1.876
490.5,-0.463,-0.198,0.374,0.801,3.129,1.862
491,-0.535,-0.222,0.403,0.832,3.105,1.864
491.5,-0.522,-0.232,0.437,0.834,3.078,1.866
492,-0.47,-0.165,0.5,0.898,3.02,1.895
492.5,-0.497,-0.216,0.542,0.995,2.964,1.939
493,-0.546,-0.335,0.515,1.002,2.91,1.914
493.5,-0.7,-0.476,0.47,0.986,2.882,1.894
494,-0.828,-0.579,0.446,0.967,2.796,1.893
494.5,-1.052,-0.846,0.434,0.957,2.736,1.854
495,-1.317,-1.083,0.326,0.869,2.718,1.775
495.5,-1.521,-1.244,0.307,0.833,2.701,1.742
496,-1.47,-1.269,0.296,0.795,2.697,1.744
496.5,-1.361,-1.236,0.275,0.739,2.724,1.744
497,-1.226,-1.072,0.225,0.739,2.714,1.756
497.5,-1.204,-0.985,0.218,0.778,2.717,1.76
498,-1.105,-0.864,0.232,0.819,2.667,1.767
498.5,-0.989,-0.649,0.301,0.884,2.564,1.821
499,-0.852,-0.418,0.358,0.927,2.418,1.881
499.5,-0.856,-0.417,0.409,0.999,2.297,1.903
500,-0.974,-0.519,0.408,0.976,2.197,1.904
500.5,-1.033,-0.537,0.478,1.012,2.112,1.96
501,-1.073,-0.672,0.498,0.997,2.071,1.944
501.5,-1.179,-0.796,0.496,0.952,2.062,1.939
502,-1.347,-0.994,0.459,0.935,2.056,1.938
502.5,-1.449,-1.109,0.415,0.862,2.14,1.844
503,-1.409,-1.132,0.413,0.853,2.191,1.78
503.5,-1.319,-1.044,0.433,0.859,2.182,1.753
504,-1.234,-0.966,0.393,0.823,2.196,1.72
504.5,-1.201,-0.883,0.365,0.842,2.214,1.693
505,-1.291,-0.941,0.311,0.837,2.189,1.731
505.5,-1.458,-1.08,0.304,0.906,2.125,1.78
506,-1.725,-1.401,0.251,0.954,2.126,1.767
506.5,-1.971,-1.588,0.194,0.979,2.099,1.789
507,-2.117,-1.685,0.13,1.017,2.079,1.805
507.5,-2.003,-1.635,0.025,0.913,2.181,1.713
508,-1.863,-1.528,0.025,0.854,2.262,1.599
508.5,-1.839,-1.551,0.127,0.869,2.289,1.587
509,-1.851,-1.587,0.134,0.783,2.373,1.512
509.5,-1.924,-1.547,0.152,0.758,2.472,1.523
510,-2.06,-1.655,0.142,0.767,2.569,1.541
510.5,-2.306,-1.855,0.179,0.767,2.595,1.546
511,-2.505,-2.044,0.183,0.821,2.648,1.547
511.5,-2.631,-2.119,0.151,0.841,2.617,1.574
512,-2.576,-2.092,0.119,0.831,2.512,1.576
512.5,-2.415,-1.984,0.101,0.764,2.452,1.567
513,-2.342,-1.972,0.136,0.751,2.35,1.563
513.5,-2.458,-2.174,0.211,0.788,2.222,1.647
514,-2.499,-2.251,0.193,0.754,2.14,1.594
514.5,-2.568,-2.276,0.188,0.828,2.086,1.618
515,-2.659,-2.303,0.195,0.872,2.066,1.608
515.5,-2.675,-2.264,0.203,0.869,2.023,1.576
516,-2.631,-2.216,0.241,0.935,1.972,1.623
516.5,-2.598,-2.203,0.274,0.956,2.001,1.688
517,-2.536,-2.174,0.294,0.903,1.989,1.733
517.5,-2.538,-2.17,0.356,0.866,1.981,1.757
518,-2.614,-2.293,0.351,0.798,2.002,1.76
518.5,-2.663,-2.34,0.304,0.679,2.084,1.722
519,-2.702,-2.367,0.298,0.621,2.107,1.59
519.5,-2.721,-2.375,0.286,0.634,2.124,1.522
520,-2.768,-2.393,0.218,0.567,2.159,1.446
520.5,-2.736,-2.33,0.168,0.526,2.202,1.367
521,-2.656,-2.251,0.111,0.565,2.203,1.393
521.5,-2.676,-2.219,0.088,0.594,2.233,1.482
522,-2.63,-2.176,0.096,0.671,2.2,1.578
522.5,-2.629,-2.232,0.169,0.795,2.101,1.637
523,-2.593,-2.179,0.207,0.847,2.008,1.671
523.5,-2.379,-1.94,0.221,0.855,1.975,1.64
524,-2.184,-1.772,0.3,0.912,1.892,1.603
524.5,-1.985,-1.619,0.266,0.884,1.911,1.55
525,-1.875,-1.521,0.234,0.757,1.988,1.479
525.5,-1.912,-1.532,0.179,0.666,2.084,1.398
526,-2.027,-1.696,0.14,0.587,2.175,1.354
526.5,-2.304,-1.947,0.106,0.527,2.265,1.339
527,-2.678,-2.349,0.138,0.526,2.324,1.342
527.5,-3.098,-2.764,0.199,0.605,2.295,1.366
528,-3.371,-2.974,0.265,0.68,2.206,1.416
528.5,-3.439,-3.034,0.313,0.737,2.157,1.436
529,-3.277,-2.933,0.337,0.8,2.092,1.445
529.5,-3.101,-2.741,0.309,0.833,2.072,1.459
530,-2.917,-2.494,0.317,0.847,2.047,1.46
530.5,-2.588,-2.18,0.325,0.904,2.036,1.472
531,-2.206,-1.832,0.312,0.907,2.068,1.433
531.5,-1.901,-1.532,0.28,0.907,2.101,1.422
532,-1.775,-1.437,0.304,0.875,2.121,1.446
532.5,-1.871,-1.496,0.327,0.85,2.121,1.464
533,-2.061,-1.676,0.322,0.825,2.098,1.477
533.5,-2.292,-1.976,0.295,0.725,2.112,1.408
534,-2.493,-2.25,0.254,0.624,2.066,1.339
534.5,-2.802,-2.528,0.235,0.601,1.99,1.362
535,-3.032,-2.737,0.152,0.556,2.014,1.358
535.5,-3.025,-2.724,0.172,0.613,2.019,1.391
536,-2.908,-2.555,0.22,0.67,2,1.422
536.5,-2.669,-2.32,0.237,0.699,1.945,1.445
537,-2.48,-2.095,0.261,0.738,1.915,1.439
537.5,-2.436,-2.004,0.315,0.745,1.89,1.392
538,-2.437,-1.996,0.36,0.787,1.813,1.386
538.5,-2.559,-2.132,0.395,0.827,1.752,1.42
539,-2.8,-2.386,0.428,0.806,1.67,1.493
539.5,-3.106,-2.702,0.461,0.823,1.631,1.574
540,-3.349,-2.997,0.382,0.763,1.716,1.606
540.5,-3.44,-3.081,0.373,0.749,1.777,1.631
541,-3.38,-2.999,0.397,0.758,1.873,1.672
541.5,-3.012,-2.645,0.311,0.687,1.933,1.63
542,-2.554,-2.238,0.273,0.699,1.961,1.615
542.5,-2.175,-1.957,0.213,0.631,1.996,1.52
543,-1.882,-1.686,0.221,0.642,1.938,1.512
543.5,-1.701,-1.505,0.26,0.753,1.833,1.595
544,-1.737,-1.581,0.299,0.757,1.743,1.656
544.5,-1.924,-1.766,0.313,0.781,1.63,1.628
545,-2.199,-1.989,0.28,0.787,1.555,1.617
545.5,-2.428,-2.141,0.261,0.767,1.556,1.591
546,-2.633,-2.165,0.233,0.738,1.656,1.523
546.5,-2.687,-2.121,0.157,0.615,1.743,1.437
547,-2.652,-2.045,0.079,0.522,1.849,1.332
547.5,-2.568,-1.989,-0.069,0.372,1.954,1.157
548,-2.469,-1.881,-0.066,0.351,1.915,1.12
548.5,-2.342,-1.765,-0.025,0.417,1.847,1.16
549,-2.293,-1.849,0.005,0.425,1.762,1.19
549.5,-2.429,-1.979,0.092,0.538,1.632,1.271
550,-2.463,-2.062,0.162,0.656,1.503,1.363
550.5,-2.555,-2.255,0.252,0.757,1.442,1.5
551,-2.73,-2.468,0.354,0.887,1.409,1.595
551.5,-2.932,-2.677,0.394,0.932,1.387,1.67
552,-3.042,-2.769,0.384,0.912,1.409,1.621
552.5,-3.065,-2.706,0.301,0.867,1.457,1.578
553,-2.958,-2.522,0.26,0.812,1.482,1.574
553.5,-2.778,-2.234,0.164,0.687,1.568,1.476
554,-2.567,-1.986,0.019,0.51,1.642,1.368
554.5,-2.361,-1.686,0.021,0.542,1.611,1.435
555,-2.142,-1.461,-0.072,0.549,1.605,1.376
555.5,-2.195,-1.537,-0.048,0.543,1.602,1.328
556,-2.26,-1.69,-0.013,0.562,1.574,1.308
556.5,-2.482,-1.946,0.071,0.61,1.502,1.324
557,-2.723,-2.257,0.215,0.712,1.44,1.392
557.5,-3.074,-2.653,0.232,0.801,1.393,1.472
558,-3.349,-2.972,0.262,0.817,1.382,1.533
558.5,-3.503,-3.12,0.195,0.723,1.415,1.487
559,-3.553,-3.192,0.142,0.612,1.423,1.434
559.5,-3.519,-3.13,0.097,0.677,1.302,1.46
560,-3.41,-2.984,0.01,0.689,1.262,1.435
560.5,-3.327,-2.782,0.053,0.676,1.243,1.384
561,-3.15,-2.619,0.034,0.628,1.257,1.305
561.5,-3.104,-2.582,0.12,0.686,1.298,1.287
562,-3.157,-2.637,0.227,0.802,1.327,1.335
562.5,-3.296,-2.79,0.194,0.848,1.354,1.373
563,-3.549,-2.995,0.121,0.801,1.482,1.345
563.5,-3.704,-3.159,0.03,0.679,1.589,1.243
564,-3.793,-3.335,-0.002,0.601,1.619,1.211
564.5,-3.771,-3.397,-0.065,0.576,1.554,1.214
565,-3.663,-3.387,-0.098,0.497,1.501,1.23
565.5,-3.495,-3.143,-0.062,0.467,1.351,1.245
566,-3.32,-3.01,-0.071,0.42,1.293,1.208
566.5,-3.225,-2.965,-0.013,0.472,1.25,1.267
567,-3.29,-2.958,0.076,0.579,1.155,1.356
567.5,-3.343,-2.92,0.121,0.677,1.034,1.441
568,-3.389,-2.918,0.167,0.748,1.016,1.488
568.5,-3.383,-2.883,0.23,0.769,1.04,1.504
569,-3.363,-2.902,0.271,0.797,1.125,1.503
569.5,-3.366,-2.973,0.251,0.771,1.224,1.435
570,-3.351,-2.993,0.231,0.706,1.282,1.316
570.5,-3.204,-2.781,0.242,0.712,1.258,1.279
571,-3.07,-2.671,0.136,0.612,1.328,1.222
571.5,-2.89,-2.553,0.023,0.544,1.357,1.181
572,-2.822,-2.442,-0.011,0.517,1.294,1.157
572.5,-2.817,-2.424,-0.046,0.553,1.156,1.197
573,-2.885,-2.452,-0.01,0.573,1.12,1.267
573.5,-3.046,-2.587,-0.021,0.572,1.133,1.291
574,-3.166,-2.69,-0.03,0.599,1.172,1.279
574.5,-3.359,-2.893,-0.037,0.594,1.196,1.225
575,-3.385,-3,0.002,0.634,1.188,1.228
575.5,-3.31,-2.919,0.082,0.678,1.187,1.321
576,-3.167,-2.801,0.066,0.633,1.21,1.395
576.5,-2.985,-2.65,0.046,0.583,1.206,1.412
577,-2.916,-2.589,0.118,0.566,1.144,1.466
577.5,-2.933,-2.657,0.126,0.604,1.073,1.556
578,-3.062,-2.804,0.119,0.594,1.095,1.554
578.5,-3.165,-2.914,0.084,0.613,1.095,1.538
579,-3.224,-2.96,0.079,0.673,1.079,1.484
579.5,-3.331,-3.027,0.08,0.715,1.049,1.392
580,-3.263,-3.036,0.063,0.693,1.076,1.339
580.5,-3.279,-2.981,0.08,0.708,1.135,1.324
581,-3.191,-2.854,0.09,0.656,1.196,1.302
581.5,-3.201,-2.799,0.111,0.648,1.195,1.266
582,-3.214,-2.869,0.129,0.642,1.183,1.282
582.5,-3.256,-2.874,0.134,0.69,1.15,1.326
583,-3.163,-2.809,0.066,0.71,1.104,1.291
583.5,-3.106,-2.659,0.024,0.697,1.07,1.345
584,-3.049,-2.548,-0.008,0.737,1.012,1.359
584.5,-3.047,-2.451,0.082,0.801,0.863,1.444
585,-3.1,-2.523,0.169,0.846,0.802,1.55
585.5,-3.269,-2.694,0.219,0.837,0.788,1.549
586,-3.36,-2.832,0.31,0.816,0.795,1.554
586.5,-3.546,-3.071,0.346,0.79,0.849,1.505
587,-3.603,-3.187,0.359,0.793,0.925,1.467
587.5,-3.709,-3.21,0.366,0.839,0.961,1.446
588,-3.505,-3.047,0.302,0.861,0.968,1.454
588.5,-3.194,-2.69,0.263,0.836,0.959,1.45
589,-2.851,-2.249,0.244,0.902,0.886,1.479
589.5,-2.594,-1.918,0.299,0.972,0.767,1.515
590,-2.425,-1.722,0.298,0.972,0.741,1.496
590.5,-2.363,-1.653,0.257,0.905,0.742,1.434
591,-2.41,-1.798,0.267,0.874,0.761,1.456
591.5,-2.606,-2.089,0.228,0.795,0.847,1.403
592,-2.866,-2.416,0.201,0.772,0.914,1.388
592.5,-3.18,-2.728,0.148,0.753,0.952,1.433
593,-3.334,-2.902,0.058,0.717,0.924,1.458
593.5,-3.357,-2.945,0.023,0.725,0.838,1.481
594,-3.254,-2.742,0.003,0.752,0.739,1.542
594.5,-3.071,-2.554,-0.003,0.712,0.713,1.527
595,-2.897,-2.355,0.005,0.652,0.751,1.47
595.5,-2.806,-2.204,-0.032,0.59,0.83,1.422
596,-2.73,-2.197,-0.049,0.522,0.905,1.412
596.5,-2.734,-2.272,-0.044,0.508,0.981,1.372
597,-2.782,-2.392,-0.024,0.505,1.037,1.329
597.5,-2.871,-2.447,0.019,0.54,1.054,1.308
598,-2.939,-2.496,0.014,0.554,0.994,1.265
598.5,-3.049,-2.561,0.041,0.62,0.857,1.255
599,-3.121,-2.591,0.081,0.664,0.789,1.294
599.5,-3.25,-2.756,0.139,0.727,0.766,1.335
600,-3.347,-2.858,0.146,0.728,0.771,1.346
600.5,-3.454,-2.925,0.103,0.689,0.844,1.356
601,-3.505,-2.972,0.066,0.621,0.924,1.395
601.5,-3.611,-3.108,0.07,0.658,0.937,1.442
602,-3.673,-3.224,0.074,0.659,0.935,1.425
602.5,-3.739,-3.293,0.107,0.679,0.978,1.457
603,-3.862,-3.473,0.095,0.668,0.984,1.477
603.5,-4.135,-3.769,0.103,0.646,0.978,1.473
604,-4.364,-4.022,0.114,0.652,0.995,1.454
604.5,-4.566,-4.24,0.101,0.672,1.013,1.449
605,-4.551,-4.178,0.095,0.652,1.021,1.392
605.5,-4.445,-4.107,0.01,0.601,1.057,1.324
606,-4.094,-3.673,-0.007,0.605,1.005,1.288
606.5,-3.725,-3.282,-0.045,0.608,0.925,1.172
607,-3.398,-2.92,-0.04,0.603,0.857,1.136
607.5,-3.105,-2.58,-0.036,0.619,0.844,1.104
608,-3.199,-2.655,-0.122,0.553,0.889,1.046
608.5,-3.529,-2.954,-0.162,0.524,0.927,1.014
609,-3.882,-3.27,-0.128,0.557,0.966,1.022
609.5,-4.275,-3.622,-0.116,0.558,1,1.056
610,-4.664,-3.966,-0.097,0.547,1.103,1.039
610.5,-4.89,-4.271,-0.174,0.543,1.189,1.028
611,-4.914,-4.292,-0.183,0.524,1.194,1.045
611.5,-4.84,-4.384,-0.209,0.401,1.157,1.032
612,-4.802,-4.37,-0.151,0.359,1.027,1.104
612.5,-4.793,-4.298,-0.091,0.374,0.865,1.159
613,-5.013,-4.579,-0.034,0.335,0.771,1.191
613.5,-5.302,-4.933,0.084,0.384,0.666,1.228
614,-5.565,-5.148,0.231,0.507,0.571,1.288
614.5,-5.667,-5.145,0.298,0.583,0.548,1.287
615,-5.593,-4.918,0.285,0.728,0.631,1.264
615.5,-5.258,-4.558,0.165,0.769,0.72,1.203
616,-4.662,-3.99,0.062,0.775,0.791,1.221
616.5,-4.045,-3.433,0.032,0.782,0.793,1.296
617,-3.661,-2.933,-0.049,0.753,0.768,1.318
617.5,-3.315,-2.569,-0.113,0.708,0.776,1.352
618,-3.31,-2.724,-0.191,0.619,0.859,1.304
618.5,-3.511,-3.042,-0.191,0.604,0.888,1.248
619,-3.842,-3.438,-0.137,0.661,0.852,1.296
619.5,-4.227,-3.772,-0.115,0.661,0.889,1.297
620,-4.475,-3.921,-0.121,0.691,0.9,1.264
620.5,-4.558,-3.992,-0.109,0.621,0.852,1.24
621,-4.406,-3.825,-0.097,0.601,0.862,1.22
621.5,-4.259,-3.591,0.046,0.661,0.767,1.236
622,-4.141,-3.388,0.074,0.616,0.726,1.159
622.5,-3.964,-3.274,0.126,0.686,0.64,1.187
623,-3.932,-3.288,0.114,0.779,0.658,1.2
623.5,-3.853,-3.27,0.201,0.861,0.57,1.226
624,-3.785,-3.248,0.226,0.925,0.52,1.319
624.5,-3.758,-3.266,0.212,0.894,0.513,1.292
625,-3.765,-3.293,0.157,0.769,0.535,1.22
625.5,-3.821,-3.302,0.069,0.651,0.512,1.174
626,-3.81,-3.333,0.026,0.6,0.49,1.136
626.5,-3.876,-3.502,-0.013,0.552,0.471,1.088
627,-3.973,-3.65,0.062,0.558,0.481,1.129
627.5,-4.176,-3.853,0.121,0.627,0.481,1.232
628,-4.477,-4.071,0.117,0.615,0.619,1.233
628.5,-4.734,-4.259,0.142,0.615,0.702,1.271
629,-4.982,-4.42,0.089,0.573,0.847,1.277
629.5,-4.928,-4.412,0.046,0.486,1.002,1.203
630,-4.828,-4.247,-0.062,0.346,1.129,1.104
630.5,-4.601,-4.052,-0.176,0.296,1.103,1.049
631,-4.243,-3.813,-0.272,0.288,1.06,1.001
631.5,-4.018,-3.659,-0.372,0.272,0.984,0.972
632,-3.86,-3.534,-0.255,0.366,0.866,1.03
632.5,-3.754,-3.409,-0.207,0.416,0.738,1.07
633,-3.872,-3.521,-0.057,0.527,0.622,1.188
633.5,-3.898,-3.514,0.105,0.732,0.481,1.411
634,-3.825,-3.449,0.2,0.818,0.409,1.472
634.5,-3.663,-3.28,0.155,0.779,0.42,1.342
635,-3.591,-3.252,0.029,0.682,0.45,1.174
635.5,-3.527,-3.282,-0.035,0.677,0.446,1.068
636,-3.574,-3.318,-0.119,0.621,0.449,0.907
636.5,-3.755,-3.459,-0.073,0.701,0.286,0.909
637,-4.025,-3.726,0.016,0.825,0.202,0.989
637.5,-4.373,-4.069,0.072,0.913,0.158,1.017
638,-4.657,-4.355,0.205,0.935,0.152,1.176
638.5,-4.596,-4.28,0.157,0.891,0.248,1.237
639,-4.422,-4.096,0.036,0.758,0.406,1.242
639.5,-4.334,-3.877,-0.106,0.629,0.564,1.144
640,-4.358,-3.883,-0.231,0.489,0.753,1.093
640.5,-4.311,-3.74,-0.323,0.368,0.841,0.992
641,-4.291,-3.684,-0.427,0.24,0.898,0.886
641.5,-4.229,-3.646,-0.454,0.305,0.784,0.893
642,-4.276,-3.62,-0.495,0.295,0.736,0.815
642.5,-4.459,-3.838,-0.426,0.389,0.585,0.779
643,-4.597,-4.037,-0.36,0.44,0.494,0.829
643.5,-4.718,-4.182,-0.411,0.472,0.435,0.829
644,-4.843,-4.303,-0.383,0.532,0.398,0.926
644.5,-4.961,-4.437,-0.26,0.703,0.333,1.028
645,-5.228,-4.754,-0.178,0.713,0.308,1.076
645.5,-5.304,-4.837,-0.137,0.631,0.336,1.099
646,-5.226,-4.804,-0.154,0.603,0.438,1.136
646.5,-5.039,-4.644,-0.153,0.555,0.582,1.226
647,-4.731,-4.343,-0.114,0.556,0.71,1.23
647.5,-4.592,-4.24,-0.005,0.651,0.736,1.256
648,-4.382,-4.104,0.119,0.784,0.695,1.382
648.5,-4.129,-3.852,0.163,0.8,0.666,1.324
649,-3.836,-3.46,0.129,0.736,0.701,1.232
649.5,-3.597,-3.122,0.057,0.622,0.688,1.124
650,-3.578,-2.956,-0.075,0.473,0.646,1.011
650.5,-3.481,-2.82,-0.116,0.394,0.653,0.964
651,-3.476,-2.785,-0.173,0.324,0.646,0.972
651.5,-3.672,-3.014,-0.18,0.306,0.629,1.097
652,-3.892,-3.344,-0.201,0.407,0.566,1.127
652.5,-4.285,-3.79,-0.02,0.646,0.391,1.283
653,-4.575,-4.211,0.264,0.946,0.188,1.559
653.5,-4.513,-4.364,0.38,1.031,0.166,1.545
654,-4.496,-4.285,0.241,0.964,0.234,1.429
654.5,-4.427,-4.171,0.118,0.795,0.275,1.264
655,-4.259,-3.882,-0.028,0.718,0.304,1.083
655.5,-4.015,-3.696,-0.081,0.671,0.318,0.912
656,-4.024,-3.572,-0.063,0.546,0.292,0.86
656.5,-4.205,-3.668,-0.161,0.51,0.275,0.864
657,-4.512,-3.863,-0.173,0.578,0.258,0.94
657.5,-4.832,-4.116,0.023,0.794,0.173,1.189
658,-5.02,-4.348,0.228,0.965,0.156,1.374
658.5,-4.797,-4.344,0.288,0.956,0.195,1.345
659,-4.522,-4.085,0.204,0.864,0.32,1.281
659.5,-4.281,-3.899,0.1,0.744,0.407,1.218
660,-4.043,-3.689,-0.004,0.611,0.501,1.174
660.5,-3.913,-3.673,-0.117,0.453,0.593,1.026
661,-3.965,-3.792,-0.072,0.456,0.617,1.114
661.5,-4.062,-3.864,-0.157,0.507,0.579,1.161
662,-4.365,-4.057,-0.093,0.584,0.557,1.284
662.5,-4.669,-4.263,0.017,0.61,0.449,1.358
663,-4.824,-4.291,0.035,0.609,0.328,1.338
663.5,-4.717,-4.207,-0.004,0.541,0.303,1.238
664,-4.548,-4.012,-0.076,0.559,0.391,1.187
664.5,-4.715,-4.094,-0.161,0.599,0.436,1.234
665,-4.8,-4.323,-0.286,0.538,0.548,1.119
665.5,-4.881,-4.468,-0.416,0.498,0.686,0.896
666,-4.842,-4.529,-0.345,0.653,0.704,0.907
666.5,-4.688,-4.306,-0.335,0.698,0.715,0.88
667,-4.46,-4.033,-0.258,0.66,0.814,0.859
667.5,-4.204,-3.747,-0.148,0.597,0.764,0.888
668,-3.895,-3.349,-0.088,0.572,0.681,0.943
668.5,-3.568,-2.999,0.044,0.651,0.654,1.05
669,-3.354,-2.738,0.063,0.705,0.593,1.114
669.5,-3.387,-2.715,0.032,0.775,0.502,1.191
670,-3.485,-2.876,0.009,0.823,0.457,1.15
670.5,-3.805,-3.134,-0.087,0.777,0.493,0.997
671,-4.236,-3.566,-0.078,0.736,0.441,1.007
671.5,-4.561,-3.898,-0.128,0.691,0.476,0.978
672,-4.934,-4.286,-0.093,0.646,0.486,1.004
672.5,-5.247,-4.727,-0.103,0.606,0.432,1.004
673,-5.435,-4.94,-0.123,0.561,0.381,1.001
673.5,-5.449,-4.953,0.002,0.626,0.217,1.09
674,-5.357,-4.918,-0.05,0.667,0.104,1.132
674.5,-5.34,-4.867,-0.092,0.729,0.083,1.151
675,-5.342,-4.927,-0.03,0.787,0.025,1.231
675.5,-5.367,-5.025,0.037,0.887,0.051,1.313
676,-5.452,-5.106,0.158,0.944,0.064,1.467
676.5,-5.497,-5.138,0.221,0.945,0.109,1.493
677,-5.789,-5.358,0.311,1.004,0.145,1.495
677.5,-6.048,-5.629,0.166,0.871,0.284,1.358
678,-6.304,-5.812,0.012,0.727,0.378,1.162
678.5,-6.348,-5.857,-0.074,0.597,0.437,1.041
679,-6.341,-5.864,-0.224,0.476,0.531,0.937
679.5,-6.21,-5.72,-0.285,0.396,0.659,0.847
680,-5.991,-5.586,-0.257,0.383,0.674,0.86
680.5,-5.742,-5.4,-0.248,0.499,0.716,0.965
681,-5.537,-5.15,-0.156,0.531,0.727,1.047
681.5,-5.252,-4.902,-0.044,0.596,0.624,1.134
682,-5.092,-4.741,0.119,0.788,0.511,1.274
682.5,-5.044,-4.638,0.16,0.847,0.326,1.391
683,-5.015,-4.606,0.177,0.869,0.105,1.426
683.5,-4.73,-4.313,0.148,0.811,-0.038,1.487
684,-4.234,-3.788,0.067,0.765,-0.127,1.528
684.5,-3.79,-3.373,0.029,0.692,-0.177,1.471
685,-3.664,-3.203,-0.065,0.597,-0.177,1.371
685.5,-3.865,-3.45,-0.208,0.516,-0.065,1.257
